id,car_id,status,order_date,delivery_date,canceled_date,start_country,dest_country,start_type,destination_type
91260346,1248814993,3,2022-01-27,2022-02-01,,DE,DE,workshop,workshop
91640307,1248814993,3,2022-02-24,2022-03-01,,DE,DE,workshop,zipcode
91634946,1249018823,3,2022-02-22,2022-02-22,,PL,PL,workshop,workshop
91286930,1249018823,3,2022-01-16,2022-01-16,,DE,DE,Branch,LC
91286931,1249018823,3,2022-01-17,2022-01-20,,DE,PL,LC,workshop
91853863,1249018823,4,,,2022-03-29,PL,PL,workshop,showroom
91853864,1249018823,4,,,2022-03-29,PL,PL,showroom,zipcode
91523542,1249018823,3,2022-02-09,2022-02-09,,PL,PL,workshop,workshop
91950530,1249018823,3,2022-04-04,2022-04-03,,PL,PL,workshop,zipcode
91582425,1249018823,3,2022-02-16,2022-02-16,,PL,PL,workshop,workshop
91536286,1249056733,3,2022-02-13,2022-02-13,,DE,DE,workshop,LC
91767425,1249056733,3,2022-03-09,2022-03-25,,DE,BE,LC,zipcode
91447822,1249056733,4,2022-02-01,,2022-02-07,DE,DE,Branch,workshop
91499284,1249056733,3,2022-02-07,2022-02-08,,DE,DE,Branch,workshop
91458278,1249091021,3,2022-02-02,2022-02-03,,DE,DE,Branch,workshop
91529900,1249280352,3,2022-02-10,2022-02-10,,DE,DE,workshop,LC
91463973,1249280352,3,2022-02-03,2022-02-06,,DE,DE,workshop,workshop
91351438,1249280352,3,2022-01-23,2022-01-31,,DE,DE,Branch,workshop
91360400,1249285003,4,,,2022-01-23,DE,DE,Branch,workshop
91360408,1249285003,4,,,2022-01-23,DE,DE,Branch,workshop
91360411,1249285003,3,2022-01-23,2022-01-26,,DE,DE,Branch,workshop
91608063,1249285003,3,2022-02-23,2022-02-23,,DE,DE,workshop,workshop
91357596,1249285003,4,,,2022-01-23,DE,DE,Branch,workshop
91238928,1249308522,3,2022-01-09,2022-01-11,,DE,DE,Branch,LC
91238929,1249308522,3,2022-01-12,2022-01-17,,DE,DE,LC,workshop
92171507,1249308522,2,2022-04-26,,,DE,DE,workshop,zipcode
91737472,1249313761,3,2022-03-07,2022-03-16,,DE,DE,workshop,workshop
91737473,1249313761,3,2022-03-17,2022-03-21,,DE,DE,workshop,zipcode
91310853,1249313761,3,2022-01-17,2022-01-20,,DE,DE,Branch,workshop
91318968,1249313761,3,2022-01-20,2022-01-20,,DE,DE,workshop,workshop
91637829,1249320253,3,2022-02-23,2022-03-06,,DE,DE,workshop,showroom
91637830,1249320253,3,2022-03-06,2022-03-20,,DE,DE,showroom,zipcode
91527627,1249320253,4,2022-02-14,,2022-02-20,DE,DE,workshop,zipcode
91207842,1249320253,3,2022-01-04,2022-01-11,,DE,DE,Branch,workshop
91320909,1249408111,3,2022-01-18,2022-01-23,,ES,ES,Branch,workshop
91482875,1249482551,4,2022-02-06,,2022-02-07,DE,DE,workshop,Branch
91499209,1249482551,3,2022-02-10,2022-02-14,,DE,DE,workshop,Branch
91245888,1249482551,3,2022-01-10,2022-01-13,,DE,DE,Branch,workshop
91271342,1249482551,3,2022-01-17,2022-01-17,,DE,DE,workshop,workshop
91698956,1249484502,3,2022-03-09,2022-03-15,,DE,DE,workshop,showroom
91698957,1249484502,3,2022-03-15,2022-03-18,,DE,DE,showroom,zipcode
91267772,1249484502,3,2022-01-16,2022-01-16,,DE,DE,workshop,workshop
91261526,1249484502,3,2022-01-12,2022-01-16,,DE,DE,Branch,workshop
91476797,1249490146,3,2022-02-06,2022-02-09,,ES,ES,workshop,Branch
91326476,1249490146,3,2022-01-19,2022-01-26,,ES,ES,Branch,workshop
91653273,1249582985,3,2022-02-24,2022-03-02,,DE,DE,Branch,workshop
91362485,1249582985,3,2022-01-23,2022-01-25,,DE,DE,Branch,workshop
91738676,1249582985,4,,,2022-03-09,DE,DE,workshop,workshop
91738677,1249582985,3,2022-03-15,2022-03-22,,DE,DE,workshop,zipcode
91772978,1249582985,3,2022-03-09,2022-03-15,,DE,DE,workshop,workshop
91576222,1249582985,4,,,2022-02-17,DE,DE,workshop,Branch
91576223,1249582985,4,,,2022-02-22,DE,DE,Branch,zipcode
91598876,1249582985,3,2022-02-17,2022-02-23,,DE,DE,workshop,Branch
91666348,1249434550,3,2022-03-03,2022-03-08,,DE,DE,workshop,workshop
91666349,1249434550,3,2022-03-09,2022-03-14,,DE,DE,workshop,zipcode
91436725,1249434550,3,2022-02-06,2022-02-10,,DE,DE,workshop,workshop
91436701,1249434550,3,2022-01-31,2022-02-03,,DE,DE,LC,workshop
91539671,1249636022,3,2022-02-20,2022-03-09,,DE,DE,workshop,zipcode
91256392,1249636022,3,2022-01-11,2022-01-16,,DE,DE,Branch,workshop
91259789,1249636022,3,2022-01-16,2022-01-16,,DE,DE,workshop,workshop
91287590,1249704173,3,2022-01-16,2022-01-19,,ES,ES,Branch,workshop
91301737,1249706791,3,2022-01-16,2022-01-26,,ES,ES,Branch,workshop
91941071,1249706791,3,2022-04-04,2022-04-14,,ES,ES,workshop,zipcode
91321495,1249733833,3,2022-01-18,2022-01-23,,ES,ES,Branch,workshop
91262797,1249745635,3,2022-01-11,2022-01-18,,ES,ES,Branch,workshop
91649004,1249745635,3,2022-02-24,2022-02-28,,ES,ES,workshop,workshop
91694447,1249745635,3,2022-02-28,2022-03-03,,ES,ES,workshop,zipcode
91615496,1249745635,4,2022-02-20,,2022-02-21,ES,ES,workshop,workshop
91615497,1249745635,4,,,2022-02-21,ES,ES,workshop,zipcode
91301588,1249762827,3,2022-01-16,2022-01-25,,ES,ES,Branch,workshop
91609857,1249792006,4,,,2022-02-27,DE,DE,workshop,Branch
91609858,1249792006,3,2022-03-03,2022-03-08,,DE,DE,Branch,zipcode
91684068,1249792006,3,2022-02-27,2022-03-03,,DE,DE,workshop,Branch
91447445,1249792006,3,2022-02-01,2022-02-08,,DE,DE,Branch,workshop
92141870,1249811901,1,,,,ES,ES,workshop,zipcode
91326470,1249811901,3,2022-01-19,2022-01-25,,ES,ES,Branch,workshop
91756121,1249966735,4,,,2022-03-13,DE,DE,workshop,LC
91756122,1249966735,4,,,2022-03-13,DE,DE,LC,zipcode
92003391,1249966735,3,2022-04-05,2022-04-20,,DE,DE,workshop,zipcode
91379603,1249966735,3,2022-01-25,2022-01-30,,DE,DE,Branch,workshop
91669762,1250050903,3,2022-02-27,2022-03-03,,ES,ES,Branch,workshop
91482141,1250124423,3,2022-02-07,2022-02-10,,ES,ES,LC,zipcode
91360546,1250124423,3,2022-01-23,2022-01-30,,ES,ES,Branch,workshop
91342994,1250199304,3,2022-01-20,2022-01-30,,ES,ES,Branch,workshop
91754233,1250433814,3,2022-03-15,2022-03-22,,DE,DE,workshop,zipcode
91406139,1250433814,3,2022-02-07,2022-02-10,,DE,DE,workshop,workshop
91403310,1250433814,3,2022-01-27,2022-02-06,,DE,DE,Branch,workshop
91517760,1250524804,3,2022-02-09,2022-02-15,,ES,ES,Branch,workshop
91463045,1250639528,3,2022-02-02,2022-02-10,,ES,ES,Branch,workshop
91762965,1250769143,3,2022-03-08,2022-03-08,,PL,PL,workshop,LC
91790827,1250769143,4,,,2022-03-11,PL,FR,LC,LC
91790828,1250769143,4,,,2022-03-11,FR,BG,LC,zipcode
91452566,1250769143,3,2022-02-01,2022-02-06,,IT,IT,Branch,LC
91452567,1250769143,3,2022-02-13,2022-02-22,,IT,PL,LC,workshop
92111155,1250783418,3,2022-04-24,2022-04-26,,ES,ES,workshop,zipcode
91479327,1250783418,3,2022-02-06,2022-02-10,,ES,ES,Branch,workshop
91509224,1250878362,3,2022-02-08,2022-02-15,,ES,ES,Branch,workshop
91796524,1250878362,3,2022-03-13,2022-03-14,,ES,ES,LC,zipcode
91657444,1250884294,3,2022-02-24,2022-02-27,,DE,DE,workshop,Branch
91657445,1250884294,3,2022-02-28,2022-03-20,,DE,DE,Branch,zipcode
91480467,1250884294,3,2022-02-05,2022-02-14,,DE,DE,Branch,workshop
91534881,1250899189,3,2022-02-10,2022-02-14,,DE,DE,Branch,LC
91534882,1250899189,3,2022-02-14,2022-02-23,,DE,DE,LC,workshop
91514927,1250919697,4,2022-02-08,,2022-02-15,ES,ES,Branch,workshop
91731302,1250925195,3,2022-03-06,2022-03-07,,ES,ES,Branch,workshop
92042809,1250925195,3,2022-04-12,2022-04-15,,ES,ES,workshop,zipcode
92000861,1250965139,3,2022-04-04,2022-04-13,,DE,DE,workshop,zipcode
91624136,1250965139,3,2022-02-21,2022-02-24,,DE,DE,Branch,workshop
91656218,1250965139,3,2022-02-24,2022-03-08,,DE,DE,LC,workshop
91721919,1251043148,3,2022-03-03,2022-03-13,,ES,ES,workshop,showroom
91721920,1251043148,3,2022-03-14,2022-03-18,,ES,ES,showroom,zipcode
91703332,1251043148,4,2022-03-01,,2022-03-02,ES,ES,workshop,showroom
91703333,1251043148,4,,,2022-03-02,ES,ES,showroom,zipcode
91556714,1251043148,3,2022-02-13,2022-02-17,,ES,ES,Branch,workshop
91779253,1251089417,3,2022-03-15,2022-03-17,,DE,DE,Branch,workshop
92096560,1251089417,1,,,,DE,DE,workshop,showroom
92187100,1251147479,1,,,,DE,DE,workshop,workshop
92187101,1251147479,1,,,,DE,DE,workshop,zipcode
92075884,1251147479,4,,,2022-04-15,DE,DE,workshop,workshop
92075885,1251147479,4,,,2022-04-15,DE,DE,workshop,zipcode
91572949,1251147479,3,2022-02-15,2022-02-16,,DE,DE,Branch,workshop
92057497,1251150836,3,2022-04-12,2022-04-19,,DE,DE,workshop,zipcode
91805844,1251150836,3,2022-03-13,2022-03-15,,DE,DE,LC,workshop
91741018,1251150836,3,2022-03-10,2022-03-13,,DE,DE,Branch,workshop
91532413,1251194475,4,2022-02-13,,2022-02-15,DE,DE,Branch,LC
91532414,1251194475,3,2022-02-21,2022-02-21,,DE,DE,LC,workshop
91571475,1251194475,3,2022-02-15,2022-02-20,,DE,DE,Branch,LC
91600237,1251229598,4,2022-02-17,,2022-02-24,DE,DE,Branch,workshop
91656182,1251229598,3,2022-02-24,2022-02-28,,DE,DE,Branch,workshop
91598015,1251229598,4,,,2022-02-17,DE,DE,Branch,workshop
91595348,1251229598,4,,,2022-02-17,DE,DE,Branch,LC
91701778,1251229598,3,2022-03-01,2022-03-02,,DE,DE,LC,workshop
92170533,1251229598,1,,,,DE,DE,LC,zipcode
92191483,1251229598,4,,,2022-04-27,DE,DE,workshop,LC
92170532,1251229598,4,,,2022-04-27,DE,DE,workshop,LC
92191486,1251229598,2,2022-04-27,,,DE,DE,workshop,LC
91530340,1251244967,4,,,2022-02-10,DE,DE,Branch,LC
91549892,1251244967,3,2022-02-13,2022-02-16,,DE,DE,Branch,workshop
91538471,1251244967,4,,,2022-02-13,DE,DE,Branch,workshop
91555301,1251339570,3,2022-02-13,2022-02-16,,ES,ES,Branch,workshop
91972910,1251444454,4,,,2022-04-06,DE,DE,workshop,zipcode
91567270,1251444454,3,2022-02-14,2022-03-10,,DE,DE,Branch,workshop
91564865,1251444454,4,,,2022-02-14,DE,DE,Branch,workshop
91585683,1251642705,3,2022-02-16,2022-02-23,,ES,ES,Branch,workshop
91750100,1251723016,3,2022-03-07,2022-03-15,,ES,ES,Branch,workshop
91713172,1251733481,3,2022-03-02,2022-03-10,,DE,DE,LC,workshop
92146926,1251733481,1,,,,DE,DE,workshop,showroom
92146927,1251733481,1,,,,DE,DE,showroom,zipcode
91637515,1251733481,3,2022-02-22,2022-02-23,,DE,DE,Branch,LC
91637516,1251733481,4,2022-02-24,,2022-03-02,DE,DE,LC,workshop
91713177,1251871455,3,2022-03-02,2022-03-06,,DE,DE,LC,workshop
92138178,1251871455,1,,,,DE,DE,showroom,zipcode
92138177,1251871455,1,,,,DE,DE,workshop,showroom
91637124,1251871455,3,2022-02-22,2022-02-23,,DE,DE,Branch,LC
91637125,1251871455,4,2022-02-27,,2022-03-02,DE,DE,LC,workshop
91727291,1251919238,3,2022-03-03,2022-03-17,,DE,DE,Branch,workshop
91820751,1251945741,3,2022-03-15,2022-03-17,,DE,DE,Branch,workshop
91677855,1251975574,3,2022-02-27,2022-03-01,,ES,ES,Branch,workshop
91713166,1251990445,3,2022-03-02,2022-03-06,,DE,DE,LC,workshop
91643464,1251990445,3,2022-02-23,2022-02-25,,DE,DE,Branch,LC
91643465,1251990445,4,2022-02-27,,2022-03-02,DE,DE,LC,workshop
91754450,1252000550,3,2022-03-08,2022-03-10,,DE,DE,Branch,workshop
91718155,1252024526,3,2022-03-03,2022-03-16,,DE,DE,Branch,workshop
91683028,1252041622,3,2022-02-27,2022-03-07,,DE,DE,Branch,workshop
91680643,1252081066,3,2022-02-27,2022-03-06,,DE,DE,Branch,workshop
92099895,1252244249,1,,,,DE,DE,Branch,zipcode
92099894,1252244249,2,2022-04-18,,,DE,DE,workshop,Branch
91727279,1252244249,3,2022-03-05,2022-03-06,,DE,DE,Branch,LC
91727280,1252244249,3,2022-03-07,2022-03-13,,DE,DE,LC,workshop
91914619,1252251215,3,2022-03-28,2022-03-30,,ES,ES,workshop,zipcode
91362892,1249616146,3,2022-01-27,2022-02-01,,DE,DE,workshop,workshop
91698724,1249616146,4,,,2022-03-02,DE,DE,workshop,workshop
91698725,1249616146,3,2022-03-06,2022-03-15,,DE,DE,workshop,zipcode
91716874,1249616146,3,2022-03-02,2022-03-06,,DE,DE,workshop,workshop
91360671,1249616146,4,,,2022-01-23,DE,DE,Branch,workshop
91360675,1249616146,4,,,2022-01-23,DE,DE,Branch,workshop
91362889,1249616146,3,2022-01-23,2022-01-27,,DE,DE,Branch,workshop
91345631,1249616146,4,2022-01-20,,2022-01-23,DE,DE,Branch,workshop
91287612,1249625073,3,2022-01-16,2022-01-20,,ES,ES,Branch,workshop
91624912,1249631049,3,2022-02-21,2022-03-01,,DE,DE,Branch,workshop
91476249,1249654687,3,2022-02-06,2022-02-14,,ES,ES,Branch,workshop
91591090,1249692705,3,2022-02-20,2022-02-27,,DE,DE,workshop,workshop
91591091,1249692705,3,2022-02-28,2022-03-07,,DE,DE,workshop,zipcode
